ID,Title,Bechdel Pass
tt2286988,Sleeping with the Fishes,True
tt2017020,The Smurfs 2,True
tt1706620,Snowpiercer,True
tt2201221,Some Girl(s),False
tt2331143,"Soshite chichi ni naru (Like Father, Like Son)",True
tt1714206,The Spectacular Now,False
tt1966566,Stalingrad,False
tt1408101,Star Trek Into Darkness,False
tt2403029,The Starving Games,True
tt2395417,Still Life,False
tt1682180,Stoker,True
tt2585078,Summer League,True
tt2481198,Sunshine on Leith,True
tt2298416,Suzanne,True
tt2395421,Svecenikova djeca,False
tt2576852,The Tale of The Princess Kaguya,True
tt2991224,Tangerines,False
tt2325989,Teen Beach Movie,True
tt1572315,Texas Chainsaw 3D,True
tt1932718,Thanks for Sharing,False
tt1245492,This Is the End,False
tt1981115,Thor: The Dark World,True
tt3089388,Tim's Vermeer,False
tt1864750,The Time in Between,False
tt1758795,The To Do List,True
tt2364949,Touchy Feely,True
tt2167266,Tracks,True
tt1924429,Trance,False
tt1766175,Trap for Cinderella,True
tt1838520,The Truth About Emanuel,True
tt1860353,Turbo,True
tt3348476,Uitgesproken,False
tt2664258,UMMAH - Unter Freunden,False
tt2084989,Upstream Color,False
tt2450186,V/H/S/2,True
tt2220408,Vai que da Certo,False
tt1931602,Very Good Girls,True
tt2364975,Vi ar bast!,True
tt2306299,Vikings,True
tt1647413,Vino Veritas,True
tt2523600,Viva la liberta,False
tt3252208,The Vivian Maier Mystery,True
tt2896036,Vivir es facil con los ojos cerrados,False
tt2258858,Wadjda,True
tt1588173,Warm Bodies,False
tt2795478,Wastelands,False
tt1727388,The Way Way Back,True
tt2309021,We Are What We Are,True
tt1723121,We're the Millers,True
tt1684233,Welcome to the Punch,False
tt2524674,Wetlands,True
tt1486834,What If,True
tt2542420,White Bear,True
tt2334879,White House Down,False
tt2386257,White Lies,True
tt2066133,The Wine of Summer,True
tt2404738,Witching and Bitching,True
tt0993846,The Wolf of Wall Street,True
tt1430132,The Wolverine,True
tt2380331,Words and Pictures,True
tt0816711,World War Z,True
tt1213663,The World's End,False
tt2166616,Wrong Cops,False
tt2017561,Xi you xiang mo pian (Journey to the West),False
tt2178470,Yeh Jawaani Hai Deewani,True
tt2495118,Yip Man: Jung gik yat jin,True
tt1981107,The Young and Prodigious T.S. Spivet,True
tt2992146,Young Detective Dee: Rise of the Sea Dragon,False
tt2333804,The Zero Theorem,False
tt2388821,Zipi y Zape y el club de la canica,False
tt2446502,Zombie Hunter,True
tt3078718,"Zoran, il mio nipote scemo",False
tt2865802,Zum Geburtstag,False
tt1753722,2 Coelhos,False
tt1602472,2 Days in New York,True
tt1232829,21 Jump Street,False
tt2404153,A Halloween Puppy,False
tt1226240,A Late Quartet,True
tt1276419,A Royal Affair,True
tt0763831,A Thousand Words,False
tt1945062,About Cherry,True
tt1611224,Abraham Lincoln: Vampire Hunter,True
tt1591479,Act of Valor,False
tt2107648,Ahi va el diablo,True
tt2496366,Ali has blue eyes,False
tt1942798,Alien Tornado,True
tt2387222,All I Want Is Everything,True
tt0948470,The Amazing Spider-Man,False
tt1959332,American Mary,True
tt2175927,American Warships,True
tt1602620,Amour,True
tt1924394,The Angels' Share,False
tt1781769,Anna Karenina,False
tt1735839,Any Questions for Ben?,False
tt2151543,Arachnoquake,True
tt1764183,Arbitrage,False
tt1024648,Argo,True
tt2119383,As High as the Sky,True
tt1597522,Asterix and Obelix: God Save Britannia,False
tt2098627,Attack of the 50ft Cheerleader,True
tt2098628,Augustine,True
tt2208216,Aurora,False
tt0848228,The Avengers,False
tt1920849,Bachelorette,True
tt2081178,Bad Parents,True
tt2178941,Barbara,True
tt2082197,Barfi!,False
tt2313197,"Batman: The Dark Knight Returns, part 1",True
tt1440129,Battleship,False
tt1713476,The Bay,False
tt2005156,BearCity 2: The Proposal,True
tt2125435,Beasts of the Southern Wild,True
tt0455323,Being Flynn,False
tt1833844,Berberian Sound Studio,False
tt1885300,Best Man Down,True
tt2258281,Beyond the Hills,True
tt1430615,Big Miracle,True
tt2304517,Bikini Spring Break,True
tt2091243,Bindlestiffs,True
tt2287655,Bitchkram,True
tt1930294,Black Rock,True
tt2275990,Bletchley Circle,True
tt1730189,Blood Fare,False
tt2287663,Blue Lagoon: The Awakening,True
tt1758575,Blue Like Jazz,True
tt1937149,The Body,True
tt1194173,The Bourne Legacy,True
tt1935902,The Brass Teapot,True
tt1217209,Brave,True
tt2024519,The Broken Circle Breakdown,True
tt1308729,Bullet to the Head,False
tt1531901,Byzantium,True
tt1977739,Call Girl,True
tt2088714,Call Me Kuchu,True
tt1790886,The Campaign,False
tt1405365,Celeste and Jesse Forever,True
tt1733114,Cheesecake Casserole,True
tt1991245,Chernobyl Diaries,False
tt1706593,Chronicle,False
tt2346744,Cigarette Ki Tarah,True
tt1641975,Citadel,False
tt1942989,The Citizen,False
tt1371111,Cloud Atlas,True
tt1362058,Cockneys vs Zombies,False
tt2168910,Cocktail,True
tt1900854,Comes a Bright Day,False
tt1381404,The Company You Keep,False
tt1971352,Compliance,True
tt1524137,Contraband,True
tt1480656,Cosmopolis,False
tt2354196,Croczilla,False
tt2189240,Cybergeddon,True
tt2112131,Dabangg 2,False
tt1345836,The Dark Knight Rises,False
tt1077368,Dark Shadows,True
tt2147550,Das Leben ist nichts fur Feiglinge,True
tt1836202,Das Wochenende,True
tt2094155,Dead Man's Burden,False
tt2523692,Decay,True
tt1854236,Den skaldede frisor,True
tt2368749,Despues de Lucia,True
tt1560985,The Devil Inside,True
tt2204379,The Devil's Carnival,False
tt1645170,The Dictator,False
tt1745686,Die Wand,False
tt1853728,Django Unchained,False
tt1764275,Djupid,False
tt1194577,The Door,True
tt1343727,Dredd 3D,True
tt2258337,Eega,False
tt2139843,Electrick Children,True
tt2191671,Elementary,True
tt1855199,End of Watch,True
tt2181931,English Vinglish,True
tt1842356,Entity,True
tt1918806,Entrance,True
tt1645155,Erased,False
tt1816518,Ernest & Celestine,False
tt2093109,Escape Fire: The Fight to Rescue American Healthcare,True
tt0860907,Evangelion: 3.0 You Can (Not) Redo,True
tt1984153,Excision,True
tt1764651,The Expendables 2,True
tt1757746,Extracted,False
tt1132285,The Factory,True
tt1700808,Fast Girls,True
tt1995304,Fat Kid Rules the World,False
tt2046090,Fin,True
tt1195478,The Five-Year Engagement,True
tt1907668,Flight,True
tt2076850,Flukt,True
tt1996264,"For a Good Time, Call...",True
tt1492841,Foreign Letters,True
tt1478804,Four Assassins,False
tt2347569,Frances Ha,True
tt1142977,Frankenweenie,False
tt1701215,Future Weather,True
tt0404978,Gambit,False
tt1848902,Game Change,True
tt2106739,Gayby,True
tt1769363,The Giant Mechanical Man,True
tt2115295,Ginger and Rosa,True
tt1817676,Girl in Progress,True
tt2326087,Girl Vs. Monster,True
tt2294076,Girls Und Panzer,True
tt2202750,Golden Winter,False
tt1838544,Gone,True
tt1920945,Good Vibrations,True
tt1926992,Goodbye,True
tt1525366,Grabbers,True
tt1823125,Greetings from Tim Buckley,False
tt1601913,The Grey,False
tt1694020,The Guilt Trip,True
tt1857718,Gyo,True
tt2262308,Halo 4: Forward Unto Dawn,True
tt1674773,Hannah Arendt,True
tt2243973,Hannibal,True
tt2592512,The Happy Caterpillars,False
tt2396701,The Haunting of Whaley House,True
tt0423455,Hemingway & Gellhorn,False
tt2147319,Heruta sukeruta,True
tt2245195,The History of Future Folk,False
tt2097307,Hit and Run,True
tt0975645,Hitchcock,False
tt0903624,The Hobbit: An Unexpected Journey,False
tt2076220,Holy Motors,False
tt1535438,Hope Springs,True
tt0837562,Hotel Transylvania,True
tt1582507,House at the End of the Street,True
tt1392170,The Hunger Games,True
tt1477855,Hyde Park on Hudson,False
tt2377396,I Belong,True
tt1587309,If I Were You,True
tt1760967,Ill Manors,True
tt1649419,The Impossible,False
tt1764645,In The Dark Half,True
tt2336960,Inch'Allah,True
tt2061712,Interview with a Hitman,False
tt1034314,Iron Sky,True
tt1995341,It's a Disaster,True
tt0850677,Jack and Diane,True
tt0790724,Jack Reacher,False
tt2108546,Jackie,True
tt2106476,Jagten,False
tt1781840,Jayne Mansfield's Car,True
tt0401729,John Carter,True
tt1783732,John Dies at the End,False
tt2034761,Journey to the Christmas Star,True
tt1821480,Kahaani,True
tt2216240,Kapringen,False
tt2601160,The Key and the Frame,True
tt1928335,Kill 'em All,False
tt1726669,Killer Joe,False
tt1764234,Killing Them Softly,False
tt1959438,Kiss of the Damned,True
tt1900908,Klip,True
tt2328503,Ko-ri-a,True
tt1613750,Kon-Tiki,False
tt2062969,L'enfant d'en haut,False
tt2298820,La cinquieme saison,True
tt1699498,Lake Effects,True
tt1212450,Lawless,False
tt2008562,Le grand soir,False
tt2179121,Le prenom,True
tt1707386,Les Miserables,True
tt1872818,Liberal Arts,False
tt0454876,Life of Pi,False
tt0443272,Lincoln,True
tt2392261,The Lizzie Bennet Diaries,True
tt1710417,Lola Versus,True
tt1276104,Looper,False
tt1482459,The Lorax,False
tt1731697,The Lords of Salem,True
tt1996310,Lore,True
tt1327194,The Lucky One,True
tt1277953,Madagascar 3: Europe's Most Wanted,False
tt1915581,Magic Mike,True
tt1839654,The Magic of Belle Isle,True
tt2293276,The Making of a Lady,True
tt1568338,Man on a Ledge,False
tt1258972,The Man with the Iron Fists,False
tt1560747,The Master,False
tt1409024,Men in Black III,False
tt1655416,Mental,True
tt1928337,Mine Games,True
tt1667353,Mirror Mirror,True
tt2446108,Monster High: Ghoul's Rule,True
tt1748122,Moonrise Kingdom,True
tt2318360,Morgana,True
tt1978480,Mosquita y Mari,True
tt2094064,Much Ado About Nothing,True
tt2190367,Neighboring Sounds,True
tt2059255,No,False
tt1230215,Not Fade Away,True
tt1976633,The Occupants,False
tt1462769,The Odd Life of Timothy Green,True
tt1954701,Oh Boy,False
tt2140203,Okami kodomo no ame to yuki,True
tt1598828,One for the Money,True
tt598828,One for the Money,True
tt2318625,Out in the Dark,False
tt2040560,The Pact,True
tt2006810,Papadopoulos & Sons,False
tt1496422,The Paperboy,True
tt1403214,Paradies: Liebe,True
tt2109184,Paranormal Activity 4,True
tt1623288,ParaNorman,True
tt1047540,Parental Guidance,True
tt1885331,Paris-Manhattan,True
tt1829012,Passion,True
tt2215395,Paulette,True
tt1716777,People Like Us,True
tt1659337,The Perks of Being a Wallflower,True
tt1430626,The Pirates! Band of Misfits,False
tt1981677,Pitch Perfect,True
tt1817273,The Place Beyond the Pines,False
tt2070776,Populaire,True
tt0431021,The Possession,True
tt1547234,Premium Rush,True
tt1845849,Price Check,True
tt2008602,Privacy,True
tt1636826,Project X,False
tt1446714,Prometheus,True
tt1441951,Quartet,True
tt1591071,Qwerty,True
tt2008633,Radio Rebel,True
tt1486192,The Raven,False
tt1234719,Red Dawn,False
tt0485985,Red Tails,False
tt2150332,Renoir,True
tt1855325,Resident Evil: Retribution,True
tt1954780,Rise of the Animals,True
tt1446192,Rise of the Guardians,False
tt1990314,Robot & Frank,False
tt1869653,Rock Jocks,False
tt1336608,Rock of Ages,True
tt1839492,Ruby Sparks,True
tt1979319,Ruroni Kenshin: Meiji kenkaku roman tan,True
tt1844025,Sadako 3D,True
tt1656190,Safe,False
tt1862079,Safety Not Guaranteed,True
tt1673697,The Sapphires,True
tt1822302,Sassy Pants,True
tt1615065,Savages,True
tt1965065,Save the Date,False
tt1555093,The Seasoning House,True
tt1307068,Seeking a Friend for the End of the World,False
tt1866249,The Sessions,False
tt1931533,Seven Psychopaths,False
tt1770734,Shadow Dancer,True
tt2254131,Shelter,True
tt2023690,Sightseers,True
tt2275949,Silence,False
tt0938330,Silent Hill: Revelation 3D,True
tt1045658,Silver Linings Playbook,True
tt1922777,Sinister,False
tt2107835,The Skinny,True
tt1074638,Skyfall,True
tt2077851,Sleepwalk With Me,False
tt2063781,Smashed,True
tt2025667,Smiley,True
tt2185503,Snackbar,False
tt2243621,Snow Queen,True
tt1854513,Snow White,True
tt1735898,Snow White and the Huntsman,True
tt1766094,So Undercover,True
tt1876451,Sparkle,True
tt2101441,Spring Breakers,True
tt2035630,Starlet,True
tt2142955,Stars Above,True
tt2328749,Steel Magnolias,True
tt1800741,Step Up Revolution,True
tt2366450,Stories We Tell,True
tt2322603,Strike Witches - The Movie,True
tt1791614,Struck by Lightning,True
tt2205697,Stuck in Love,True
tt2224455,Superman vs. The Elite,False
tt1874789,Supporting Characters,False
tt1606339,Sushi Girl,False
tt2504614,The Swing,True
tt2153963,Tabu,True
tt1764625,Tad: The Lost Explorer,False
tt1397280,Taken 2,False
tt1658837,The Tall Man,True
tt2370034,Tango libre,False
tt2285752,Tears of Steel,False
tt1637725,Ted,False
tt1232200,That's My Boy,False
tt1621045,Think Like a Man,True
tt1758830,This Is 40,True
tt1596350,This Means War,False
tt1748260,Tiger Eyes,True
tt1855401,Tim and Eric's Billion Dollar Movie,False
tt1217213,Tinkerbell and the Secret of the Wings,True
tt1859650,To Rome With Love,False
tt1595656,To the Wonder,True
tt1386703,Total Recall,False
tt1801123,Travelling Salesman,False
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,True
tt1496025,Underworld: Awakening,True
tt2105044,V/H/S,False
tt1545106,Vamps,True
tt2509008,Vattnet,False
tt2249628,Violine,False
tt1606389,The Vow,True
tt1655460,Wanderlust,True
tt3100510,Warpaint,False
tt1298649,The Watch,False
tt1932767,What Maisie Knew,True
tt1586265,What to Expect When You're Expecting,True
tt2435166,White Alligator,True
tt1853643,Why Stop Now?,True
tt2678152,Wireboy,False
tt1596365,The Woman in Black,False
tt2393787,Women's Day (Dzien kobiet),True
tt1870529,Won't Back Down,True
tt1840417,The Words,False
tt1646987,Wrath of the Titans,False
tt1772341,Wreck-It Ralph,True
tt1790885,Zero Dark Thirty,True
tt1649444,[REC]3 Genesis,True
tt2009643,Á annan veg,False
tt2042432,11 Flowers,True
tt1860152,17 Girls,True
tt1909270,17 Miracles,True
tt1622547,30 Minutes or Less,False
tt1306980,50/50,False
tt2150139,A 2nd Chance,True
tt1571222,A Dangerous Method,True
tt1987018,A Happy Event,True
tt1440161,A Little Bit of Heaven,True
tt1422136,A Lonely Place to Die,True
tt1832382,A Separation,True
tt2008006,A Simple Life,True
tt1316540,A torinoi lo,False
tt1995242,A tus espaldas,True
tt1268799,A Very Harold & Kumar 3D Christmas,False
tt1600195,Abduction,False
tt1198199,About Sunny,True
tt1610996,Absentia,True
tt1385826,The Adjustment Bureau,True
tt0983193,The Adventures of Tintin,False
tt1594917,Age of the Dragons,False
tt1630027,Alamanya,True
tt1541149,Albatross,True
tt1602098,Albert Nobbs,True
tt1910498,Alien Armageddon,True
tt1854506,Aliens vs. Avatars,True
tt1836212,All Superheroes Must Die,False
tt1859446,Alps,True
tt1615918,Alvin and the Chipmunks: Chipwrecked,True
tt1680051,Alyce Kills,True
tt1737090,Amber Lake,True
tt1674057,And if we all live together,False
tt1549572,Another Earth,True
tt1719071,Another Happy Day,True
tt1525552,Apart,True
tt1757742,Apartment 143,True
tt1772240,Apollo 18,False
tt1645080,The Art of Getting By,False
tt1334512,Arthur,False
tt1430607,Arthur Christmas,False
tt1655442,The Artist,False
tt0480239,Atlas Shrugged: Part I,True
tt1478964,Attack the Block,True
tt1691323,Attenberg,True
tt1669794,Au cul du loup,True
tt1687901,The Awakening,True
tt1284575,Bad Teacher,True
tt2066832,Barbie: Princess Charm School,True
tt1672723,Batman: Year One,True
tt1217613,Battle: Los Angeles,False
tt1152398,Beastly,False
tt1704573,Bernie,False
tt1412386,The Best Exotic Marigold Hotel,True
tt1053810,The Big Year,False
tt0906778,Black Butterflies,True
tt1701210,Black Gold,False
tt1592527,The Black Power Mixtape 1967-1975,True
tt1629705,Blackthorn,False
tt1630626,Blue Crush 2,True
tt1478338,Bridesmaids,True
tt1349451,Butter,True
tt1259521,The Cabin in the Woods,True
tt1550312,Cafe de Flore,True
tt1525890,The Caller,True
tt0458339,Captain America: The First Avenger,False
tt1946421,The Captains,False
tt1692486,Carnage,True
tt1216475,Cars 2,False
tt1886493,Catch .44,True
tt1477837,Cedar Rapids,False
tt1487118,Chalet Girl,True
tt1488555,The Change-Up,False
tt1684628,Circumstance,True
tt1466054,Cloudburst,True
tt1762248,Codependent Lesbian Space Alien Seeks Same,True
tt1657507,Colombiana,False
tt1890373,Combat Girls,True
tt0816462,Conan the Barbarian,True
tt1598778,Contagion,True
tt1372686,Coriolanus,False
tt1900856,Coup d'éclat,True
tt1630036,Courageous,True
tt0409847,Cowboys & Aliens,False
tt1772373,The Craiglist Killer,True
tt1570728,"Crazy, Stupid, Love.",True
tt1930315,Cyberbully,True
tt1667307,Damsels in Distress,True
tt1093357,The Darkest Hour,True
tt1582270,The Dead Inside,False
tt1711366,Dead Space: Aftermath,False
tt1657299,The Decoy Bride,True
tt1700844,The Deep Blue Sea,True
tt1033575,The Descendants,True
tt1683526,Detachment,True
tt1701990,Detention,True
tt1319708,Deus Ex Human Revolution,True
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,False
tt1578275,The Dilemma,False
tt1535616,The Divide,True
tt1564349,Dolphin Tale,False
tt1743922,Donovan's Echo,False
tt1665418,Dorfman in Love,True
tt1646980,The Double,False
tt1462041,Dream House,True
tt1961281,Drengen der ikke kunne svomme,False
tt0780504,Drive,True
tt1034389,The Eagle,False
tt1298554,Eva,True
tt1781812,Exit Humanity,True
tt0477302,Extremely Loud & Incredibly Close,False
tt1536410,Faces in the Crowd,True
tt1671457,Familiar Grounds,False
tt1596343,Fast Five,True
tt1437357,Faust,False
tt1622979,Final Destination 5,False
tt1813314,Fjellet,True
tt1541160,Flypaper,True
tt1068242,Footloose,True
tt1445520,Footnote,False
tt1787127,The Forgiveness of Blood,True
tt2043879,Found Memories (Historias que so existem quando lembradas),True
tt1699185,Free Men,False
tt1674692,French Immersion,True
tt1632708,Friends with Benefits,True
tt1720616,Friends with Kids,True
tt1438176,Fright Night,True
tt0893412,From Prada to Nada,True
tt1798188,From Up on Poppy Hill,True
tt1235170,The Future,True
tt1071875,Ghost Rider: Spirit of Vengeance,False
tt1682246,Girl Walks Into a Bar,True
tt1568346,The Girl with the Dragon Tattoo,False
tt0377981,Gnomeo & Juliet,True
tt1582271,The Good Doctor,True
tt1456635,Goon,False
tt1872328,Gosick,True
tt1703199,Grave Encounters,False
tt0990407,The Green Hornet,False
tt1133985,Green Lantern,False
tt1540133,The Guard,False
tt0480687,Hall Pass,False
tt1411697,The Hangover Part 2,False
tt0993842,Hanna,True
tt1728196,Hara-Kiri: Death of a Samurai,False
tt1201607,Harry Potter and the Deathly Hallows: Part 2,True
tt1753887,Hasta la Vista,False
tt1506999,Haywire,False
tt1614989,Headhunters,False
tt1643222,Hell,True
tt1454029,The Help,True
tt1403177,Hesher,False
tt1205558,Hick,True
tt1772250,The Hidden Face,False
tt1562568,Higher Ground,True
tt1900893,Himizu,True
tt1640459,Hobo with a Shotgun,False
tt0844993,Hoodwinked Too! Hood vs. Evil,True
tt1411704,Hop,False
tt1499658,Horrible Bosses,True
tt1660379,House of Tolerance,True
tt0970179,Hugo,True
tt1530509,The Human Centipede II (Full Sequence),False
tt1703148,The Hunter,True
tt1435513,Hysteria,True
tt1440118,I Am Nasrine,True
tt1464540,I Am Number Four,False
tt1742650,I Don't Know How She Does It,True
tt1124035,Ides Of March,False
tt1253864,Immortals,False
tt1637688,In Time,False
tt1716772,The Inbetweeners Movie,False
tt1594562,The Innkeepers,True
tt1787729,Inventory,True
tt1606618,Iris,True
tt1007029,The Iron Lady,True
tt0810913,Jack and Jill,True
tt1809231,Jackpot (Arme Riddere),False
tt1718807,Jamie and Jessie Are Not Together,True
tt1229822,Jane Eyre,True
tt1588334,"Jeff, Who Lives at Home",True
tt1410063,Jin ling shi san chai,True
tt1772925,Jiro Dreams of Sushi,False
tt1930371,Joe and Belle,True
tt1634122,Johnny English Reborn,True
tt1838571,Juan of the Dead,False
tt1640484,Jumping the Broom,True
tt1564367,Just Go with It,True
tt1909796,K-ON! Movie,True
tt1788391,Kill List,True
tt1448755,Killer Elite,False
tt1859522,Kiss Me,True
tt1302011,Kung Fu Panda 2,True
tt1726589,L!fe Happens,True
tt1638328,L'amour dure trois ans,True
tt1700467,L'art d'aimer,True
tt1828224,La Leyenda de la Llorona,True
tt2043900,Last Call at the Oasis,True
tt2043900,Last Call at the Oasis,True
tt1355638,Le Chat du Rabbin,True
tt1508675,Le Havre,True
tt1638350,Le Skylab,True
tt1648204,Lemonade Mouth,True
tt1793931,Les Tuche,True
tt1531930,The Lie,True
tt1371585,Life Without Principle,True
tt1758692,Like Crazy,True
tt1219289,Limitless,False
tt1189340,The Lincoln Lawyer,False
tt1623745,Little Birds,True
tt1764666,The Little Engine That Could,True
tt1675439,Lloyd the Conqueror,False
tt1695405,The Loneliest Planet,False
tt1707392,Lovely Molly,True
tt0466893,Margaret,True
tt1615147,Margin Call,False
tt1305591,Mars Needs Moms,True
tt1441326,Martha Marcy May Marlene,True
tt1941600,Masks,True
tt1679235,Mean Girls 2,True
tt0472399,The Mechanic,False
tt1527186,Melancholia,True
tt1906426,Michael,False
tt1605783,Midnight in Paris,True
tt1437358,Mientras duermes,False
tt1492030,Mildred Pierce,True
tt1229238,Mission: Impossible - Ghost Protocol,False
tt1897941,Mitsuko Delivers,True
tt1210166,Moneyball,False
tt2011971,Monsieur Lahzar,True
tt1067774,Monte Carlo,True
tt1832405,Moon Point,False
tt1407065,The Moth Diaries,True
tt1815836,Moy papa Baryshnikov,False
tt1396218,Mr. Popper's Penguins,False
tt1204342,The Muppets,False
tt1641624,My Piece of the Pie,True
tt1655420,My Week with Marilyn,True
tt1598822,New Year's Eve,True
tt1891942,Nicostratos le pelican,False
tt1734110,No One Killed Jessica,True
tt1411238,No Strings Attached,True
tt1720182,October Baby,True
tt1827487,Once upon a time in Anatolia,False
tt1621994,Once Upon a Warrior,True
tt1563738,One Day,False
tt1313139,The Oranges,True
tt1736633,"Oslo, 31. august",False
tt1637706,Our Idiot Brother,True
tt1787777,Page One: Inside the New York Times,False
tt1784575,Parada,True
tt1778304,Paranormal Activity 3,True
tt1233334,Pariah,True
tt1092026,Paul,True
tt1649780,"Peace, Love, & Misunderstanding",True
tt1650058,The Perfect Family,True
tt1439572,Perfect Sense,True
tt1568816,Phase 7,False
tt1298650,Pirates of the Caribbean: On Stranger Tides,False
tt1661420,Polisse,True
tt0822847,Priest,False
tt1757944,The Princess and the Pony,True
tt1604171,Prom,True
tt0448694,Puss in Boots,False
tt1699231,Quarantine 2: Terminal,True
tt1899353,The Raid: Redemption,False
tt1192628,Rango,False
tt0433035,Real Steel,False
tt1486185,Red Riding Hood,True
tt0873886,Red State,True
tt1498569,Restless,True
tt1376233,Rid of Me,True
tt1436562,Rio,False
tt1318514,Rise of the Planet of the Apes,False
tt1161864,The Rite,True
tt1732730,Roller Town,True
tt1265990,The Roommate,True
tt1833781,Ruggine,True
tt0376136,The Rum Diary,False
tt1821593,Rundskop,False
tt1621429,S.W.A.T.: Firefight,False
tt1441952,Salmon Fishing in the Yemen,False
tt0770802,Samsara,False
tt2140371,Saving Face,True
tt1843678,Scott and Bailey,True
tt1262416,Scream 4,True
tt1723811,Shame,False
tt1827358,She Monkeys,True
tt1515091,Sherlock Holmes: A Game of Shadows,False
tt1561770,The Shunning,True
tt1767382,Silent House,True
tt1948150,Singham,False
tt1366344,The Sitter,True
tt1189073,The Skin I Live In,True
tt1588398,Sleeping Beauty,True
tt1822304,Sleeping Sickness (Schlafkrankheit),False
tt1683921,Sleepless Night,False
tt0472181,The Smurfs,True
tt1541995,Snow Flower and the Secret Fan,True
tt1857913,The Sorcerer and the White Snake,True
tt1596346,Soul Surfer,True
tt1748207,Sound of My Voice,True
tt0945513,Source Code,False
tt1686067,The Source,True
tt1756750,Starbuck,False
tt1705134,State of Emergency,False
tt0999913,Straw Dogs,True
tt0978764,Sucker Punch,True
tt1510938,The Sunset Limited,False
tt1650062,Super 8,True
tt1675192,Take Shelter,True
tt1592281,Take This Waltz,True
tt1845866,Teen Spirit,True
tt1641410,Terraferma,True
tt1604225,Thespians,True
tt0905372,The Thing,True
tt1667905,This is not a film,False
tt1440345,This Must Be the Place,False
tt0800369,Thor,True
tt2007418,The Three Disappearances of Soad Hosni,True
tt1509767,The Three Musketeers,False
tt1340800,Tinker Tailor Soldier Spy,False
tt1847731,Tomboy,True
tt1742683,Too Big to Fail,False
tt1942120,Toutes nos envies,True
tt0471042,Tower Heist,False
tt1399103,Transformers: Dark of the Moon,True
tt0478304,The Tree of Life,False
tt1836987,Trishna,True
tt1650407,"Turn Me On, Dammit!",True
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,True
tt1204340,Tyrannosaur,False
tt1783798,Union Squre,True
tt1401152,Unknown,False
tt1756832,The Unleashed,True
tt1675434,Untouchable,False
tt1634136,Violet & Daisy,True
tt1536048,W.E.,True
tt1296899,Wake Wood,True
tt1568911,War Horse,False
tt1291584,Warrior,False
tt1067583,Water for Elephants,False
tt1389137,We Bought a Zoo,False
tt1456472,We Have a Pope,False
tt1242460,We Need to Talk About Kevin,True
tt1714210,Weekend,False
tt0770703,What's Your Number,True
tt1735200,When Pigs Have Wings,False
tt1772424,Where Do We Go Now?,True
tt1606392,Win Win,True
tt1449283,Winnie the Pooh,False
tt1547090,Without Men,True
tt1714208,The Woman,True
tt1181614,Wuthering Heights,False
tt1270798,X-Men: First Class,True
tt4627404,xxxHolic Ro Adayume,False
tt1316624,The Year Dolly Parton Was My Mom,True
tt1504508,Yelling to the Sky,True
tt1672845,You Instead,True
tt1853739,You're Next,True
tt1625346,Young Adult,True
tt1240982,Your Highness,False
tt1742336,Your Sister's Sister,True
tt1486190,'Tamara Drewe',True
tt1542344,127 Hours,True
tt1436045,13 Assassins,False
tt1646876,16 Wishes,True
tt1671616,18 comidas,False
tt1167638,22 Bullets / L'immortel,False
tt1320304,30 Days of Night: Dark Days,True
tt1514041,4.3.2.1,True
tt1509787,A Bag of Hammers,True
tt1319722,A Little Help,True
tt1447479,A Marine Story,True
tt1179056,A Nightmare on Elm Street,True
tt0429493,The A-Team,False
tt1479668,Abel,True
tt1666300,The Accursed,False
tt1393746,Aftershock,True
tt1014759,Alice in Wonderland,True
tt1307858,All About Evil,True
tt1477171,Amador,True
tt1788453,The Amazing Bulk,False
tt1440728,The American,False
tt1212454,An Invisible Sign,True
tt1391034,And Soon the Darkness,True
tt1313092,Animal Kingdom,False
tt1431181,Another Year,True
tt1568921,Arrietty,True
tt1212436,The Back-up Plan,True
tt1571724,Bal,False
tt1610452,Band Baaja Barat,True
tt0482459,Bandage,True
tt1610301,Barbie in a Mermaid Tale,True
tt1423894,Barney's Version,True
tt1529233,Basilicata Coast to Coast,True
tt1569923,Batman: Under the Red Hood,False
tt1426320,BearCity,False
tt1646959,Bedevilled,True
tt1532503,Beginners,False
tt1534085,Beyond the Black Rainbow,False
tt1621444,Bill Cunningham New York,True
tt1164999,Biutiful,False
tt0947798,Black Swan,True
tt1401643,Black Venus,True
tt1120985,Blue Valentine,False
tt1037705,Book of Eli,True
tt1560139,Boy,False
tt1456060,Boy Wonder,True
tt1719009,Bratz: Pampered Petz,True
tt1578261,Break Ke Baad,True
tt1593655,Browncoats: Redemption,True
tt1462758,Buried,False
tt1126591,Burlesque,True
tt1106860,Ca$h,False
tt1764141,Cairo 678,True
tt1252380,Camp Rock 2: The Final Jam,True
tt1542852,Carancho,True
tt1194417,Casino Jack,False
tt1584016,Catfish,False
tt1196204,Cemetery Junction,False
tt1020558,Centurion,False
tt1341341,Ceremony,False
tt1020773,Certified Copy,True
tt1438254,Charlie St. Cloud,False
tt1996211,Chasing Legends,False
tt1235830,Chico & Rita,False
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,True
tt0800320,Clash of the Titans,True
tt1625340,The Client List,False
