ID,Title,Cast,Budget,Keywords,Bechdel Pass
tt0449467,Babel,"[('Brad Pitt', 1), ('Cate Blanchett', 2), ('Gael García Bernal', 36), ('Peter Wight', 18), ('Harriet Walter', 19), ('Michael Maloney', 25), ('Dermot Crowley', 63), ('Rinko Kikuchi', 40), ('Elle Fanning', 60), ('Trevor Martin', 20), ('Adriana Barraza', 33), ('Alex Jennings', 67), ('Mohamed Akhzam', 17), ('Matyelok Gibbs', 21), ('Claudine Acs', 23), ('Michael Peña', 56), ('Jamie McBride', 84), ('Clifton Collins Jr.', 57), ('Aaron D. Spears', 83), ('Koji Yakusho', 58), ('Mónica del Carmen', 59), ('Nathan Gamble', 61), ('André Oumansky', 62), ('Wendy Nottingham', 64), ('Linda Broughton', 65), ('Lynsey Beauchamp', 74), ('Aline Mowat', 66), ('Michel Dubois', 75), ('Shirley Dixon', 76), ('Robert Fyfe', 77), ('Boubker Ait El Caid', 68), ('Said Tarchani', 69), ('Mustapha Rachidi', 70), ('Driss Roukhe', 71), ('Wahiba Sahmi', 72), ('Fadmael Ouali', 73), ('Abdelaziz Merzoug', 78), ('El Hassan Ait Bablal', 79), ('Sfia Ait Benboullah', 80), ('Lhacen Znin', 81), ('Emilio Echevarría', 82), ('Ivor Shier', 85), ('R.D. Call', 86), ('Yuko Murata', 87), ('Qyoko Kudo', 88), (""Robert 'Bernie' Esquivel"", 89), ('Barbarella Pardo', 90), ('Cynthia Montaño', 91), ('Tose Fukuda', 92), ('Shigemitsu Ogi', 93), ('Jane Arapawe', 96)]",25000000,"['terror', 'loss of loved one', 'gun', 'morocco', 'deaf-mute', 'san diego', 'ecstasy', 'illegal immigration', 'first time', 'nanny', 'daughter', 'drug use', 'bullet wound', 'ensemble cast', 'multiple storylines', 'incident']",True
tt0498380,Letters from Iwo Jima,"[('Ken Watanabe', 7), ('Kazunari Ninomiya', 8), ('Tsuyoshi Ihara', 9), ('Ryo Kase', 10), ('Shidou Nakamura', 27), ('Hiroshi Watanabe', 12), ('Eijiro Ozaki', 13), ('Lucas Elliot Eberl', 14), ('Yuki Matsuzaki', 26), ('Hiro Abe', 15), ('Sonny Saito', 16), ('Steve Santa Sekiyoshi', 17), ('Toshiya Agata', 63), ('Toshi Toda', 64), ('Ken Kensei', 65), ('Ikuma Ando', 66), ('Akiko Shima', 67), ('Masashi Nagadoi', 68), ('Ryan Carnes', 83)]",19000000,"['world war ii', 'cave', 'dying and death', 'iwo jima', 'pacific theater', 'japanese army', 'imperial japan', '1940s']",False
tt0449059,Little Miss Sunshine,"[('Greg Kinnear', 6), ('Toni Collette', 5), ('Steve Carell', 9), ('Paul Dano', 7), ('Abigail Breslin', 4), ('Alan Arkin', 8), ('Bryan Cranston', 23), ('Beth Grant', 52), ('Wallace Langham', 60), ('Matt Winston', 61), ('Julio Oscar Mechoso', 27), ('Marc Turtletaub', 24), ('Jill Talley', 25), ('Brenda Canela', 26), ('Chuck Loring', 55), ('Justin Shilton', 63), ('Gordon Thomson', 64), ('Steven Christopher Parker', 65), ('John Walcutt', 66), ('Paula Newsome', 53), ('Dean Norris', 22), ('Lauren Shiohama', 67), ('Mary Lynn Rajskub', 54), ('Jerry Giles', 68), ('Geoff Meed', 69), ('Joan Scheckel', 70), ('Mel Rodriguez', 71), ('Casandra Ashe', 92), ('Terry Bolo', 113)]",8000000,"['sibling relationship', 'california', 'husband wife relationship', ""family's daily life"", 'highway', 'literature professor', 'beauty contest', 'beauty queen contest', 'road trip', 'family relationships', 'family holiday', 'road movie', 'woman director', 'beauty pageant']",True
tt0436697,The Queen,"[('Helen Mirren', 15), ('Michael Sheen', 16), ('James Cromwell', 17), ('Helen McCrory', 19), ('Alex Jennings', 21), ('Roger Allam', 22), ('Sylvia Syms', 18), ('Paul Barrett', 20), ('Tim McMullan', 23), ('Douglas Reith', 26), ('Mark Bazeley', 27), ('Robin Soans', 28), ('Lola Peploe', 29), ('Joyce Henderson', 30), ('Pat Laffan', 31), ('Amanda Hadingue', 32), ('John McGlynn', 33), (""Gray O'Brien"", 34), ('Dolina MacLennan', 35), ('Julian Firth', 36), ('Earl Cameron', 37), ('Elliot Levey', 38), ('Anthony Debaeck', 39), ('Wolfgang Pissors', 40), ('Xavier Castano', 41), ('James Fiddy', 42), ('Martin Heathcote', 43), ('Forbes KB', 44), ('Tony Red Richards', 45), ('Camilla Parker-Bowles', 238), ('Princess Diana', 239)]",15000000,"['upper class', 'loss of loved one', 'great britain', 'sadness', 'queen', 'monarchy', 'paparazzi', 'headline', 'dying and death', 'palace', 'prince charles', 'royal family', 'biography', 'deer', 'based on a true story', 'british prime minister', 'princess diana', '1990s', 'queen elizabeth ii']",True
tt0375679,Crash,"[('Sandra Bullock', 3), ('Don Cheadle', 4), ('Matt Dillon', 8), ('Michael Peña', 7), ('Jennifer Esposito', 10), ('Brendan Fraser', 11), ('Nona Gaye', 12), ('Terrence Howard', 14), ('Ludacris', 15), ('Thandie Newton', 16), ('Ashlyn Sanchez', 18), ('Marina Sirtis', 19), ('Larenz Tate', 20), ('Beverly Todd', 21), ('Kathleen York', 23), ('Keith David', 29), ('William Fichtner', 32), ('Daniel Dae Kim', 36), ('Ryan Phillippe', 37), ('Karina Arroyave', 43), ('Dato Bakhtadze', 44), ('Art Chudabala', 45), ('Tony Danza', 47), ('Loretta Devine', 48), ('Ime Etuk', 49), ('Eddie J. Fernandez', 50), ('Howard Fong', 52), ('Billy Gallo', 53), ('Ken Garito', 54), ('Octavio Gómez Berríos', 55), ('James Haggis', 56), ('Sylva Kelegian', 57), ('Jayden Lund', 59), ('Jack McGee', 60), ('Amanda Moresco', 61), ('Martin Norseman', 62), ('Joe Ordaz', 63), ('Greg Joung Paik', 64), ('Yomi Perry', 65), ('Alexis Rhee', 66), ('Molly Schaffer', 67), ('Paul E. Short', 68), ('Bahar Soomekh', 69), ('Allan Steele', 70), ('Kate Super', 71), ('Glenn Taranto', 72), ('Shaun Toub', 73), ('Curt Clendenin', 74), ('Alastair Douglas', 75), ('Nicholas George Stark', 76), ('Bruce Kirby', 77), ('Sean Cory Cooper', 113)]",6500000,"['race politics', 'daughter', 'installer', 'police', 'fall', 'car crash', 'racism', 'los angeles, california', 'bigotry', 'social services', 'collision']",True
tt0388795,Brokeback Mountain,"[('Heath Ledger', 11), ('Jake Gyllenhaal', 12), ('Michelle Williams', 14), ('Anne Hathaway', 15), ('Randy Quaid', 13), ('Linda Cardellini', 19), ('Anna Faris', 20), ('David Harbour', 48), ('Roberta Maxwell', 50), ('Peter McRobbie', 49), ('Kate Mara', 22), ('Graham Beckel', 62), ('Mary Liboiron', 61), ('Scott Michael Campbell', 60), ('Marty Antonini', 18), ('Dave Trimble', 24), ('Larry Reese', 16), ('Valerie Planche', 17), ('Víctor Reyes', 51), ('Lachlan Mackintosh', 52), ('Tom Carey', 53), ('Don Bland', 55), ('Steven Cree Molison', 56), ('Duval Lang', 57), ('Dan McDougall', 54), ('Dean Barrett', 58), ('Kade Phillips', 63), ('Steffen Cole Moser', 64), ('Cheyenne Hill', 73), ('Cayla Wolever', 72), ('Sarah Hyslop', 69), ('Jacey Kenny', 70), ('Keanna Dubé', 66), ('Brooklynn Proulx', 65), ('Hannah Stewart', 59), ('Jake Church', 74), ('James Baker', 67), ('Pete Seadon', 68), ('Jerry Callaghan', 71), ('Ken Zilka', 75), ('John Tench', 76), ('Will Martin', 77), ('Gary Lauder', 78), ('Christian Fraser', 79), ('Cam Sutherland', 80), ('Barb Mitchell', 81), ('Rodrigo Prieto', 82), ('Ken Roberts', 83), ('Kailin See', 84), ('Jayson Therrien', 85), ('Erika Walter', 86)]",14000000,"['gay', 'countryside', 'homophobia', 'wyoming', 'intolerance', 'daughter', 'marriage crisis', 'secret love', 'cowboy', 'star crossed lovers']",False
tt0379725,Capote,"[('Philip Seymour Hoffman', 1), ('Catherine Keener', 11), ('Clifton Collins Jr.', 25), ('Bruce Greenwood', 28), ('Bob Balaban', 40), ('Mark Pellegrino', 26), ('Marshall Bell', 42), ('Amy Ryan', 27), ('Bess Meyer', 43), ('Chris Cooper', 24), ('Allie Mickelson', 5), ('Craig Archibald', 6), ('Bronwen Coleman', 7), ('Kate Shindle', 8), ('David Wilson Barnes', 9), ('Michael J. Burg', 10), ('Kwesi Ameyaw', 12), ('Andrew Farago', 13), ('Kelci Stephenson', 23), ('C. Ernst Harth', 39), ('Kjartan Hewitt', 41)]",7000000,"['gay', 'self-fulfilling prophecy', 'based on novel or book', 'journalism', 'identity', 'dream', 'literature research', 'literature', 'magazine', 'biography', 'kansas', 'based on a true story', 'author', 'new yorker', 'truman capote', '1950s', '1960s']",True
tt0433383,"Good Night, and Good Luck.","[('David Strathairn', 2), ('Jeff Daniels', 1), ('Alex Borstein', 3), ('Rose Abdoo', 4), ('Dianne Reeves', 19), ('Tate Donovan', 5), ('Reed Diamond', 6), ('Matt Ross', 7), ('Patricia Clarkson', 8), ('Robert Downey Jr.', 9), ('George Clooney', 10), ('Tom McCarthy', 11), ('Glenn Morshower', 12), ('Don Creech', 47), ('Grant Heslov', 15), ('Robert John Burke', 16), ('Ray Wise', 17), ('Robert Knepper', 18), ('Helen Slayton-Hughes', 14), ('Frank Langella', 20), ('Peter Jacobson', 21)]",7000000,"['telecaster', 'communist', 'political activism', 'politician', 'government', 'anti-communism', 'mccarthyism', 'tv news anchor', '1950s', 'government witch hunt', 'inspired by true events', 'tv show']",False
tt0408306,Munich,"[('Eric Bana', 10), ('Daniel Craig', 11), ('Ciarán Hinds', 12), ('Mathieu Kassovitz', 13), ('Hanns Zischler', 14), ('Ayelet Zurer', 15), ('Geoffrey Rush', 16), ('Gila Almagor', 17), ('Mathieu Amalric', 18), ('Moritz Bleibtreu', 19), ('Valeria Bruni Tedeschi', 20), ('Meret Becker', 21), ('Marie-Josée Croze', 22), ('Yvan Attal', 23), ('Lynn Cohen', 24), ('Ami Weinberg', 25), ('Michael Lonsdale', 33), ('Igal Naor', 34), ('Abdelhafid Metalsi', 39), ('Mostefa Djadjam', 194)]",70000000,"['paris, france', 'assassination', 'israel', 'hotel room', 'terrorist', '1970s', 'hostage', 'intelligence', 'olympic games', 'munich, germany', 'mossad', 'beirut', 'ailul al aswad', 'plo', 'bomb constructor', 'baader-meinhof group', 'olympian village', 'revenge', 'terrorist group']",False
tt0405159,Million Dollar Baby,"[('Clint Eastwood', 4), ('Hilary Swank', 24), ('Morgan Freeman', 26), ('Jay Baruchel', 6), ('Mike Colter', 7), ('Lucia Rijker', 8), (""Brían F. O'Byrne"", 30), ('Anthony Mackie', 28), ('Margo Martindale', 9), ('Riki Lindhome', 10), ('Michael Peña', 11), ('Benito Martinez', 34), ('Bruce MacVittie', 35), ('David Powledge', 36), (""Joe D'Angerio"", 37), ('Marcus Chait', 38), ('Tom McCleister', 39), ('Erica Grant', 40), ('Naveen', 44), ('Morgan Eastwood', 42), ('Jamison Yang', 43), ('Susan Krebs', 45), ('V.J. Foster', 46), ('Steven M. Porter', 47), ('Ming Lo', 48), ('Miguel Pérez', 49), ('Jim Cantafio', 50), ('Ted Grossman', 51), ('Ned Eisenberg', 52), ('Marco Rodríguez', 53), ('Mark Thomason', 54), ('Brian T. Finney', 56), ('Spice Williams-Crosby', 57), ('Kim Strauss', 58), ('Kirsten Berman', 59), ('Jimmy Alioto', 60), ('Jason Williams', 61), ('Nina Avetisova', 62), ('Michael Bentt', 63), ('Bruce Gerard Brown', 64), ('McKay Stewart', 65), ('Jude Ciccolella', 66), ('Kimberly Estrada', 67), ('Sean LoGrasso', 68), ('Maher McClung', 69), ('Robert McMurrer', 70), ('Michael Saglimbeni', 71), (""Sean O'Kane"", 72), ('Vladimir Rajcic', 73), ('Marty Sammon', 136), ('Robert Maron', 137)]",30000000,"['transporter', 'suicide attempt', 'fight', 'strong woman', 'boxer', 'dying and death', 'stroke of fate', 'training', 'advancement', 'profanity', 'tragedy', 'female protagonist', 'brutality', 'boxing trainer', 'unlikely friendship', 'female boxing', 'knockout', 'euthanasia', 'determination']",True
tt0338751,The Aviator,"[('Leonardo DiCaprio', 1), ('Cate Blanchett', 2), ('Kate Beckinsale', 4), ('John C. Reilly', 3), ('Alec Baldwin', 5), ('Alan Alda', 6), ('Ian Holm', 7), ('Jude Law', 8), ('Kelli Garner', 9), ('Danny Huston', 11), ('Brent Spiner', 24), ('Willem Dafoe', 25), ('Gwen Stefani', 33), ('Adam Scott', 34), ('Matt Ross', 35), ('Frances Conroy', 36), ('Stanley DeSantis', 37), ('Keith Campbell', 38), ('Amy Sloan', 98), (""Kevin O'Rourke"", 99), ('Nellie Sciutto', 119), ('Edward Herrmann', 123), ('Kenneth Welsh', 124), ('J. C. MacKenzie', 125), ('Jacob Davich', 126), ('Sam Hennings', 127), ('Vince Giordano', 131), ('Jason Cavalier', 139), ('Rufus Wainwright', 129), ('Loudon Wainwright III', 138), ('Martha Wainwright', 144), ('Al Dubois', 141), ('John Koensgen', 153), ('Harry Standjofski', 130), ('Josie Maran', 132), ('Joe Chrest', 128), ('Justin Shilton', 133), ('Arthur Holden', 134), ('Joseph P. Reidy', 135), ('Stéphane Demers', 136), ('Yves Jacques', 137), ('Chris Ufland', 140), ('Sebastian Tillinger', 143), ('James Bradford', 150), ('Francesca Scorsese', 149), ('Alan Toy', 142), ('Joe Cobden', 151), ('Linda E. Smith', 152), ('David Purdham', 154), ('Alan Fawcett', 155), ('Lisa Bronwyn Moore', 156), ('Emma Campbell', 157), ('Vincent Laresca', 158), ('Matt Holland', 159), ('Dennis St John', 160), ('Al Vandecruys', 161), ('James Rae', 162), ('Kathleen McAuliffe', 163), ('Terry Haig', 164), ('Danielle Franke', 148), ('Meghan Elizabeth', 147), ('Elizabeth DeCicco', 118), ('Elisa Dyann', 146), ('Isabelle Champeau', 145), ('Al Coronel', 120)]",110000000,"['ladykiller', 'pilot', 'biography', 'womanizer', 'aviation', 'phobia', 'u.s. congress', 'flying boat', 'howard hughes', 'test flight']",False
tt0308644,Finding Neverland,"[('Johnny Depp', 13), ('Kate Winslet', 14), ('Julie Christie', 15), ('Dustin Hoffman', 16), ('Freddie Highmore', 17), ('Radha Mitchell', 18), ('Kate Maberly', 19), ('Joe Prospero', 20), ('Nick Roud', 21), ('Luke Spill', 22), ('Eileen Essell', 33), ('Ian Hart', 23), ('Kelly Macdonald', 24), ('Tim Potter', 31), ('Toby Jones', 25), ('Angus Barnett', 29), ('Mackenzie Crook', 30), ('Rosie Ede', 32), ('Tobias Menzies', 28), ('Jimmy Gardner', 34), ('Paul Whitehouse', 37)]",25000000,"['london, england', 'parent child relationship', 'becoming an adult', 'widow', 'theatre play', 'stroke of fate', 'peter pan', 'theatre group', 'faith', 'author', 'illness']",True
tt0350258,Ray,"[('Jamie Foxx', 1), ('Kerry Washington', 2), ('Regina King', 3), ('Harry Lennix', 4), ('Clifton Powell', 7), ('Bokeem Woodbine', 8), ('Sharon Warren', 10), ('C.J. Sanders', 11), ('Curtis Armstrong', 12), ('Richard Schiff', 13), ('Larenz Tate', 14), ('Terrence Howard', 15), ('David Krumholtz', 16), ('Wendell Pierce', 17), ('Aunjanue Ellis', 18), ('Chris Thomas King', 19), ('Thomas Jefferson Byrd', 20), ('Rick Gomez', 21), ('Denise Dowse', 22), ('Warwick Davis', 23), ('Patrick Bauchau', 24), ('Robert Wisdom', 25), ('Kurt Fuller', 26), ('Jedda Jones', 62), ('Gary Grubbs', 63)]",40000000,"['black people', 'loss of loved one', 'country music', 'jazz', 'blindness and impaired vision', 'georgia', 'overdose', 'bus ride', 'record producer', 'biography', 'rags to riches', 'childhood trauma', 'gospel', 'indianapolis', 'record label', 'recording studio', 'american history']",True
tt0375063,Sideways,"[('Paul Giamatti', 1), ('Thomas Haden Church', 2), ('Virginia Madsen', 3), ('Sandra Oh', 4), ('Marylouise Burke', 16), ('Jessica Hecht', 17), ('Missy Doty', 18), ('Alysia Reiner', 20), ('Shake Tukhmanyan', 21), ('Shaun Duke', 22), ('Robert Covarrubias', 23), ('Patrick Gallagher', 24), ('Stephanie Faracy', 25), ('Joe Marinelli', 26), ('M.C. Gainey', 27), ('Peter Dennis', 46), ('Lacey Rae', 47), ('Natalie Carter', 48), ('Parker Quinn', 49)]",16000000,"['california', 'based on novel or book', 'golf', 'wine', 'stag night', 'marijuana', 'writer', 'santa barbara california', 'winery', 'wine tasting']",True
tt0167260,The Lord of the Rings: The Return of the King,"[('Elijah Wood', 12), ('Ian McKellen', 13), ('Viggo Mortensen', 14), ('Sean Astin', 18), ('Liv Tyler', 15), ('Orlando Bloom', 16), ('John Rhys-Davies', 17), ('Dominic Monaghan', 20), ('Billy Boyd', 19), ('Andy Serkis', 23), ('Cate Blanchett', 29), ('Hugo Weaving', 21), ('Ian Holm', 28), ('Bernard Hill', 22), ('Karl Urban', 26), ('Miranda Otto', 24), ('David Wenham', 25), ('Sean Bean', 50), ('John Noble', 27), ('Marton Csokas', 58), ('Paul Norell', 31), ('Thomas Robins', 32), ('Sarah McLeod', 49), ('Alistair Browning', 66), ('Ian Hughes', 67), ('John Bach', 87), ('Bruce Hopkins', 90), ('Harry Sinclair', 96), ('Alan Howard', 72), ('Sala Baker', 73), ('Lawrence Makoare', 30), ('Stephen Ure', 80), ('Joel Tobeck', 97), ('Peter Tait', 81), ('Noel Appleby', 84), ('Ali Astin', 85), ('Maisy McLeod-Riera', 92), ('Sadwyn Brophy', 65), ('Bret McKenzie', 91), ('Bruce Phillips', 93), ('Shane Rangi', 94), ('Todd Rippon', 95), ('Richard Edge', 88), ('David Aston', 86), ('Jason Fitch', 89), ('Robert Pollock', 99), ('Ross Duncan', 100), ('Pete Smith', 101), ('Jed Brophy', 102), ('Lee Hartley', 103), ('Billy Jackson', 104), ('Katie Jackson', 105), ('Christopher Lee', 62), ('Brad Dourif', 106), ('Bruce Spence', 79), ('Phil Grieve', 107), ('Craig Parker', 98), ('Emma Deakin', 109), ('Royd Tolkien', 110), ('Michael Elsworth', 108), ('Sam Kelly', 111), ('Gino Acevedo', 112), ('Andrew Lesnie', 113), ('Richard Taylor', 114), ('Rick Porras', 115), ('Christian Rivers', 116), ('Peter Jackson', 128), ('Michael Semanick', 117), ('Howard Shore', 118), ('Clint Elvy', 126), ('Jane Abbott', 119), ('Jarl Benzon', 120), ('Sandro Kopp', 121), ('Jørn Benzon', 125), ('Henry Mortensen', 129), ('Zo Hartley', 127), ('Joseph Mika-Hunt', 124), ('Aidan Bell', 122), ('Luke Burnyeat', 123)]",94000000,"['elves', 'dwarf', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel or book', 'suspicion', 'volcano', 'power', 'giant spider', 'bravery', 'war', 'addiction', 'honor', 'royalty', 'troll', 'brutality', 'violence', 'ghost', 'wizard', 'quest', 'sword and sorcery']",False
tt0335266,Lost in Translation,"[('Bill Murray', 2), ('Scarlett Johansson', 3), ('Giovanni Ribisi', 5), ('Anna Faris', 6), ('Akiko Takeshita', 4), ('Fumihiro Hayashi', 21), ('Kazuyoshi Minamimagoe', 7), ('Kazuko Shibata', 8), ('Take', 9), ('Hiroko Kawasaki', 22), ('Daikon', 23), ('Catherine Lambert', 26), ('Akiko Monô', 28), ('Françoise Dubois', 29), ('Gregory Pekar', 30), ('Ikuko Takahashi', 31), ('Osamu Shigematu', 33), ('Takashi Fujii', 34), ('Lisle Wilkerson', 35), ('Kazuo Yamada', 67), ('Akira Yamaguchi', 77), ('Diamond Yukai', 78), ('Jun Maki', 79), ('Nao Asuka', 80), ('Tetsuro Nakagawa', 81), ('Hiroshi Kawashima', 82), ('Kunichi Nomura', 83), ('Shigekazu Aida', 84), ('Kei Takyo', 85), ('Yumi Ikeda', 86), ('Nancy Steiner', 36), ('Ryuichiro Baba', 93), ('François du Bois', 94), ('Tim Leffman', 95), ('Richard Allen', 96), ('Kanako Nakazato', 97), ('Asuka Shimuzu', 98), ('Koichi Tanaka', 99), ('Hugo Codaro', 100), ('Akimitsu Naruyama', 101), ('Hiromi Toshikawa', 102), ('Nobuhiko Kitamura', 103), ('Nao Kitman', 104), ('Yasuhiko Hattori', 105), ('Ryo Kondo', 106), ('Yumika Saki', 107), ('Yuji Okabe', 108), ('Dietrich Bollmann', 109), ('Georg O.P. Eschert', 110), ('Mark Willms', 111)]",4000000,"['upper class', 'japan', 'adultery', 'hotel room', 'age difference', 'photographer', 'commercial', 'karaoke', 'homesickness', 'culture clash', 'midlife crisis', 'jet lag', 'pop star', 'unsociability', 'loneliness', 'unlikely friendship', 'aftercreditsstinger', 'woman director', 'actor']",True
tt0311113,Master and Commander: The Far Side of the World,"[('Russell Crowe', 1), ('Paul Bettany', 2), (""James D'Arcy"", 3), ('Edward Woodall', 19), ('Chris Larkin', 20), ('Max Pirkis', 21), ('Lee Ingleby', 24), ('Billy Boyd', 4), ('Joseph Morgan', 18), ('Richard McCabe', 27), ('Robert Pugh', 26), ('Jack Randall', 22), ('Max Benitz', 23), ('Richard Pates', 25), ('Ian Mercer', 28), ('Tony Dolan', 29), ('David Threlfall', 30), ('Bryan Dick', 31), ('George Innes', 32), ('William Mannering', 33), ('Patrick Gallagher', 34), ('Alex Palmer', 35), ('Mark Lewis Jones', 36), ('John DeSantis', 37), ('Ousmane Thiam', 38), ('Thierry Segall', 39)]",150000000,"['based on novel or book', 'surgeon', 'navy', 'napoleonic wars', 'naturalist', 'frigate', 'self surgery', 'sea battle', 'weevil', 'high seas', '19th century', 'galapagos islands', 'english navy']",False
tt0327056,Mystic River,"[('Sean Penn', 4), ('Tim Robbins', 5), ('Kevin Bacon', 6), ('Laurence Fishburne', 34), ('Marcia Gay Harden', 7), ('Laura Linney', 35), ('Kevin Chapman', 8), ('Tom Guiry', 9), ('Emmy Rossum', 10), ('Eli Wallach', 37), ('Spencer Treat Clark', 11), ('Andrew Mackin', 12), ('Adam Nelson', 13), ('Robert Wahlberg', 14), (""Jenny O'Hara"", 15), ('John Doman', 16), ('Cameron Bowen', 17), ('Jason Kelly', 18), ('Connor Paolo', 19), ('T. Bruce Page', 20), ('Miles Herter', 21), ('Cayden Boyd', 22), ('Tori Davis', 23), ('Jonathan Togo', 24), ('John Franchi', 39), (""Ed O'Keefe"", 41)]",25000000,"['child abuse', 'loss of loved one', 'sexual abuse', 'based on novel or book', 'secret', 'repayment', 'suppressed past', 'arbitrary law', 'boston, massachusetts', ""workers' quarter"", 'massachusetts', 'loyalty', 'guilt', 'childhood sexual abuse', 'vengeance']",True
tt0329575,Seabiscuit,"[('Jeff Bridges', 2), ('David McCullough', 1), ('Chris Cooper', 21), ('Tobey Maguire', 22), ('Elizabeth Banks', 23), ('Gary L. Stevens', 24), ('William H. Macy', 25), ('Royce D. Applegate', 26), ('Eddie Jones', 28), ('Chris McCarron', 29), ('Michael Ensign', 30), ('Jesse Hernandez', 74)]",87000000,"['horse race', 'based on novel or book', 'american dream', 'horse', 'racehorse', 'great depression', 'based on a true story', 'jockey', 'horse trainer', 'seabiscuit', '1930s']",
tt0299658,Chicago,"[('Renée Zellweger', 13), ('Catherine Zeta-Jones', 12), ('Queen Latifah', 14), ('Richard Gere', 15), ('Christine Baranski', 16), ('John C. Reilly', 20), ('Taye Diggs', 17), ('Cliff Saunders', 18), ('Dominic West', 19), ('Colm Feore', 21), ('Chita Rivera', 22), ('Susan Misner', 23), ('Denise Faye', 24), ('Deidre Goodwin', 25), ('Mýa', 26), ('Ekaterina Chtchelkanova', 27), ('Lucy Liu', 28), ('Jonathan Whittaker', 29), ('Sean McCann', 30), ('Jayne Eastwood', 33), ('Robert Norman Smith', 34), ('Jeff Clarke', 35), ('Kathryn Zenna', 36), ('Marty Moreau', 37), ('Patrick Salvagna', 38), ('Vicky Lambert', 39), ('Tara Nicole Hughes', 40), ('Mary Ann Lamb', 41), ('Cynthia Onrubia', 42), ('Karine Plantadit', 60), ('Kelsey Chace', 61), ('Catherine Chiarelli', 62), ('Karen Holness', 63), ('Amber-Kelly Mackereth', 64), ('Jodi McFadden', 59), ('Paul Becker', 65), ('Blake McGrath', 66), ('Michelle Johnston', 67)]",45000000,"['chicago, usa', 'musical', 'jail', 'based on play or musical', 'lawyer', 'prison matron', 'jazz age', '1920s', '20th century']",True
tt0217505,Gangs of New York,"[('Leonardo DiCaprio', 2), ('Daniel Day-Lewis', 3), ('Cameron Diaz', 4), ('Liam Neeson', 15), ('Brendan Gleeson', 16), ('John C. Reilly', 17), ('Jim Broadbent', 18), ('Roger Ashton-Griffiths', 19), ('Lawrence Gilliard Jr.', 40), ('David Hemmings', 81), ('Barbara Bouchet', 82), ('Alec McCowen', 66), ('Michael Byrne', 43), ('Gary Lewis', 45), ('Henry Thomas', 44), ('Brendan Dempsey', 61), ('Nick Bartlett', 62), ('Flaminia Fegarotti', 63), ('Stephen Graham', 64), ('Eddie Marsan', 65), ('Cara Seymour', 67), ('Rab Affleck', 68), ('Tim Pigott-Smith', 69), ('Sean Gilder', 70), ('David Bamber', 71), ('Lucy Davenport', 72), ('John Sessions', 73), ('Angela Pleasence', 74), ('Giovanni Lombardo Radice', 76), ('Peter-Hugo Daly', 85), ('Peter Berling', 83), ('Richard Graham', 86), ('Richard Strange', 87), ('Iain McColl', 88), ('James Ramsey', 89), ('Alex Howden', 90), ('Richard Syms', 92), ('Tim Faraday', 91), ('David Nicholls', 84), ('Sean McGinley', 93), (""Terry O'Neill"", 94), ('John McGlynn', 95), ('Ian Pirie', 96), (""Ottaviano Dell'Acqua"", 78), ('Trevor Cooper', 97), ('Martin Scorsese', 75), ('Massimo Vanni', 79), ('Salvatore Billa', 80), ('Alexia Murray', 98), ('Marcello Fonte', 100), ('Vincenzo Tanassi', 101), ('Michele Bevilacqua', 102), ('Paolo Lorimer', 103), ('Finbar Furey', 105), ('Liam Carney', 110), ('Gary McCormack', 111), ('David McBlain', 112), ('Cian McCormack', 113), ('Andrew Gallagher', 114), ('Bill Barclay', 115), ('Robert Goodman', 116), ('Ford Kiernan', 117), ('Laurie Ventry', 118), ('Alec McMahon', 123), ('Dick Holland', 119), ('Katherine Wallach', 120), ('Carmen Hanlon', 121), (""Ilaria D'Elia"", 122), ('Nevan Finegan', 124), ('Dominiquie Vandenberg', 125), ('Sai-Kit Yung', 126), ('Basil Chung', 127), ('Douglas Plasse', 128), ('R. Bruce Steinheimer', 129), (""Maura O'Connell"", 130), ('Louie Brownsell', 131), ('Gennaro Condemi', 132), ('Kieran Hurley', 133), ('Michael H. Billingsley', 134), ('Steven Blake', 135), ('Bronco McLoughlin', 136), ('Channing C. Holmes', 137), ('Eliane Chappuis', 138), ('Roberta Quaresima', 139), ('Marta Pilato', 140), ('Jian Su', 141), ('Man Cao', 142), ('Kathy Shao-Lin Lee', 143), ('Alexander Deng', 144), ('Patrick Gordon', 145), ('Brendan White', 146), ('Taddeo Harbutt', 147), ('Nazzareno Natale', 148), ('Colin Hill', 149), ('Robert Linge', 150), ('Christian Burgess', 151), ('Gerry Robert Byrne', 152), ('John Anthony Murphy', 153), ('Vincent Pickering', 154), ('Nick Miles', 155), ('Larry Kaplan', 156), ('Leo Burmester', 157), ('Justin Brennan', 158), ('Brian Mallon', 159), ('Joseph P. Reidy', 160), ('Joel Strachan', 161), ('Bill Murdoch', 162), ('Iain Agnew', 163), ('Michael Hausman', 164), ('Bob Colletti', 165), ('Katy Monique Cuomo', 166), ('Franco Venditti', 167), ('Alan McMahon', 171), ('Steven C. Matthews', 172), ('Philip Kirk', 173), ('Ellizzette Duvall', 174)]",100000000,"['fire', 'irish-american', 'immigrant', 'gang war', 'pickpocket', 'ship', 'gang of thieves', 'butcher', 'pig', 'army', 'rescue', 'gang', '19th century']",False
