Name,Gender
Jonathan Moore,0
John Strauss,2
Karl-Heinz Teuber,2
Miro Grisa,0
Karel Gult,0
Ladislav Krečmer,0
Karel Fiala,2
John Carrafa,2
Hana Brejchová,1
Miriam Chytilová,1
Karel Effa,2
René Gabzdyl,2
Karel Hábl,2
Jiří Krytinář,2
Jan Kuželka,2
Jiří Lír,2
Jitka Molavcová,0
Pavel Nový,2
Jan Pohan,2
Tereza Pokorná-Herzová,1
Ivan Pokorný,2
Milan Riehs,2
Dana Vávrová,1
June Anderson,1
Isobel Buchanan,1
Anne Howells,0
Robin Leggate,0
Felicity Lott,0
Alexander Oliver,2
Samuel Ramey,2
Richard Stilwell,0
John Tomlinson,0
Willard White,0
Michele Esposito,0
Zdeněk Mahler,2
Vladimír Svitáček,2
Jana Musilová,1
Kenneth McMillan,2
Cassie Stuart,1
Rita Zohar,1
Haing S. Ngor,2
Athol Fugard,2
Spalding Gray,2
Bill Paterson,2
Graham Kennedy,2
Katherine Krapum Chey,0
Oliver Pierpaoli,0
Edward Entero Chey,0
Tom Bird,0
Monirak Sisowath,0
Lambool Dtangpaibool,0
Ira Wheeler,0
David Henry,2
Patrick Malahide,2
Nell Campbell,0
Joan Harris,0
Joanna Merlin,1
Jay Barney,0
Mark Long,2
Sayo Inaba,0
Mow Leng,0
Chinsaure Sa,0
Hout Ming Tran,0
Thach Suon,0
Neevy Pal,0
Judy Davis,1
Victor Banerjee,2
Peggy Ashcroft,1
Alec Guinness,2
Nigel Havers,2
Michael Culver,2
Richard Wilson,2
Antonia Pemberton,0
Art Malik,2
Saeed Jaffrey,2
Clive Swift,2
Ann Firbank,1
Roshan Seth,2
Sandra Hotz,0
Terry O'Quinn,2
Bert Remsen,2
Jay Patterson,2
Toni Hudson,1
De'voreaux White,2
Jerry Haynes,2
Yankton Hatten,0
Howard Rollins,2
Art Evans,2
Robert Townsend,2
David Alan Grier,2
David Harris,2
Dennis Lipscomb,2
Patti LaBelle,1
Larry Riley,2
Scott Paulin,2
John Hancock,2
Trey Wilson,2
Patricia Brandkamp,0
Carl Dreher,0
Vaughn Reeves,0
Michael Anthony Williams,2
Bobby McGee,2
Rick Ramey,0
Shirley MacLaine,1
Debra Winger,1
John Lithgow,2
Lisa Hart Carroll,0
Betty King,0
Huckleberry Fox,2
Troy Bishop,0
Shane Serwin,0
Megan Morris,0
Kate Charleson,1
Kevin Kline,2
Mary Kay Place,1
Meg Tilly,1
JoBeth Williams,1
Don Galloway,2
James Gillis,0
Ken Place,0
Ira Stiltner,0
Meg Kasdan,0
Patricia Gaul,0
Tom Courtenay,2
Zena Walker,1
Edward Fox,2
Cathryn Harrison,1
Ann Way,1
Kathy Staff,1
Fred Ward,2
Sam Shepard,2
Lance Henriksen,2
Harry Shearer,2
Kim Stanley,1
Pamela Reed,1
Charles Frank,0
Donald Moffat,2
Levon Helm,2
Mary Jo Deschanel,1
Scott Wilson,2
Mickey Crocker,0
Susan Kase,0
Mittie Smith,0
Royal Dano,2
David Clennon,2
Jim Haynie,2
Anthony Munoz,0
John P. Ryan,2
William Russ,2
Mary Apick,0
John Dehner,2
David Gulpilil,2
O-Lan Jones,1
Chuck Yeager,2
Robert Duvall,2
Betty Buckley,1
Wilford Brimley,2
Ellen Barkin,1
Allan Hubbard,0
Lenny Von Dohlen,0
Paul Gleason,2
Michael Crabtree,2
Norman Bennett,0
Andrew Scott Hollon,0
Helena Humann,1
Candice Bergen,1
Trevor Howard,2
Rohini Hattangadi,1
John Mills,2
Ian Charleson,2
Om Puri,2
Alyque Padamsee,0
Amrish Puri,2
Geraldine James,1
Dalip Tahil,2
Günther Maria Halmer,2
Shreeram Lagoo,2
Terrence Hardiman,2
Michael Bryant,2
John Clements,2
Nigel Hawthorne,0
Bernard Hepton,2
Michael Hordern,2
Richard Vernon,2
Harsh Nayyar,2
Vijay Kashyap,0
Supriya Pathak,1
Neena Gupta,1
Peter Harlowe,0
Anang Desai,0
Winston Ntshona,2
Peter Cartwright,2
Marius Weyers,2
Richard Mayes,0
Alok Nath,2
Ken Hutchison,2
Norman Chancer,2
Charu Bala Chokshi,0
Ray Burdis,0
Daniel Peacock,2
Avis Bunnage,1
Mohan Agashe,2
Michael Godley,0
Christopher Good,2
David Markham,2
Moti Makan,2
Jalal Agha,0
Rupert Frazer,2
K.K. Raina,2
Dominic Guard,2
Nana Palsikar,2
Graham Seed,0
Gerald Sim,2
Colin Farrell,2
Sanjeev Puri,0
James Cossins,2
Habib Tanvir,0
Barry John,0
Brian Oulton,2
James Snell,0
John Boxer,2
Richard Leech,2
Pankaj Kapur,2
David Sibley,2
Stanley Lebor,2
Jon Croft,0
William Hoyland,2
Jack McKenzie,2
Vinay Apte,0
Suhas Palshikar,0
Shekhar Chatterjee,0
Amarjeet,0
Sunil Shende,0
Derek Lyons,2
Sudhir Dalvi,0
Tom Alter,2
Ernest Clark,2
Fred Wood,2
John Quentin,2
Geoffrey Chater,2
Keith Drinkel,0
Drew Barrymore,1
Robert MacNaughton,2
Dee Wallace,1
Erika Eleniak,1
Sean Frye,0
C. Thomas Howell,2
K. C. Martel,2
David M. O'Dell,0
Richard Swingler,0
Frank Toth,2
Robert Barton,0
Michael Darrell,0
David Berkson,0
David Carlberg,0
Milt Kogan,2
Alexander Lampone,0
Rhoda Makoff,0
Robert Murphy,0
Richard Pesavento,0
Tom Sherry,0
Susan Cameron,0
Will Fowler Jr.,0
Barbara Hartnett,0
Diane Lampone,0
Mary Stein,1
Mitch Suskin,0
Jean-Paul Hellendall,0
Kevin Jessup,0
James Kahn,0
Michael Lepre,2
Anne Lockhart,1
Melissa Mathison,1
Gary Ordog,0
Chuck Riley,2
Robert W. Scholler,0
Jonathan Wasserberger,0
Richard S. Weisman,0
Pat Welsh,0
John Shea,2
Melanie Mayron,1
Janice Rule,1
Charles Cioffi,2
Jerry Hardin,2
Richard Bradford,2
Joe Regalbuto,2
John Doolittle,2
Ward Costello,0
Hansford Rowe,2
Tina Romero,1
Richard Whiting,0
Martin LaSalle,2
Terence Nelson,0
Robert Hitt,2
Félix González,2
María Eugenia Ríos,1
Jorge Russek,2
Edna Necoechea,0
Alan Penrith,0
Alex Camacho,0
Manuel Ávila Camacho,0
Kimberley Farr,1
Elizabeth Cross,0
Piero Cross,0
Gary Richardson,0
Josefina Echánove,1
Robert Johnstreet,0
Linda Spheeris,1
Jessica Lange,1
Teri Garr,1
Dabney Coleman,2
Charles Durning,2
George Gaynes,2
Doris Belack,1
Peter Gatto,0
Ronald L. Schwary,2
Debra Mooney,1
Amy Lawrence,0
Kenny Sinclair,0
Susan Merson,1
Robert D. Wilson,0
James Carruthers,2
Estelle Getty,1
Bernie Pollack,2
Marjorie Lovett,1
Barbara Spiegel,1
Suzanne von Schaack,0
Anne Shropshire,0
Murray Schisgal,0
Jim Jansen,2
Tom Mardirosian,2
Gavin Reed,0
Annie Korzen,1
Ibbits Warriner,0
Lois de Banzie,1
Stephen Prutting,2
Phillip Borsos,0
Joyce Worsley,1
Andy Warhol,2
Pamela Lincoln,1
Michael M. Ryan,0
Paul Newman,2
Jack Warden,2
James Mason,2
Charlotte Rampling,1
Milo O’Shea,2
Roxanne Hart,1
James Handy,2
Edward Binns,2
Joe Seneca,2
Wesley Addy,2
Kent Broadhurst,2
Lewis J. Stadlen,2
Colin Stinton,2
Ben Cross,2
Cheryl Campbell,1
Alice Krige,1
Nicholas Farrell,2
Daniel Gerroll,2
Lindsay Anderson,2
Nigel Davenport,2
Brad Davis,2
Patrick Magee,2
Peter Egan,2
David Yelland,2
Patrick Doyle,2
John Young,0
Yvonne Gilan,1
David John,2
Benny Young,0
Yves Beneyton,2
Gerry Slevin,0
Stephen Mallatratt,2
Colin Bruce,2
Alan Polonsky,2
Edward Wiley,2
Jeremy Sinden,2
Andrew Hawkins,0
Jack Smethurst,2
Philip O'Brien,2
Ruby Wax,1
Ralph Lawton,0
Kim Clifford,0
John Rutland,2
Peter Jones,2
Ted Robbins,2
Susan Sarandon,1
Kate Reid,1
Michel Piccoli,2
Hollis McLaren,0
Robert Joy,2
Al Waxman,2
Robert Goulet,2
Moses Znaimer,0
Sean Sullivan,2
Harvey Atkin,2
Norma Dell'Agnese,1
Louis Del Grande,2
John McCurry,2
Eleanor Beecroft,0
Cec Linder,2
Vincent Glorioso,0
Adèle Chatfield-Taylor,0
Tony Angelo,0
Sis Clark,0
Katharine Hepburn,1
Henry Fonda,2
Jane Fonda,1
Doug McKeon,2
William Lanteau,2
Christopher Rydell,2
Paul Freeman,2
Ronald Lacey,2
Anthony Higgins,2
Vic Tablian,2
Don Fellows,0
William Hootkins,2
George Harris,2
Fred Sorenson,0
Anthony Chinn,0
Eddie Tagoe,0
Bill Reimbold,0
Patrick Durkin,0
Matthew Scurfield,2
Malcolm Weaver,0
Sonny Caldinez,2
Pat Roach,2
Christopher Frederick,0
Tutte Lemkow,2
Ishaq Bux,0
Kiran Shah,2
Souad Messaoudi,0
Terry Richards,2
Steve Hanson,0
Frank Marshall,2
Martin Kreidt,0
John Rees,2
Tony Vogel,2
Vic Armstrong,2
Peter Diamond,2
Nick Gillard,2
Romo Gorrara,2
Rick Lester,2
Reg Harding,0
Harry Fielder,2
Barrie Holland,0
Billy Horrigan,2
Terry Leonard,2
Sergio Mioni,2
Dennis Muren,2
Glenn Randall Jr.,0
Michael Sheard,2
Jerzy Kosiński,2
Maureen Stapleton,1
Nicolas Coster,2
M. Emmet Walsh,2
Ian Wolfe,2
Bessie Love,1
MacIntyre Dixon,2
Eleanor D. Wilson,0
Max Wright,2
Harry Ditson,2
Leigh Curran,0
Kathryn Grody,1
Brenda Currin,1
Nancy Duiguid,1
Dolph Sweet,2
Ramon Bieri,2
Jack O'Leary,2
Gerald Hiken,2
William Daniels,2
Dave King,2
Joseph Buloff,2
Stefan Gryff,0
Denis Pekarev,0
Roger Sloman,2
Stuart Richman,0
Oleg Kerensky,0
Nikko Seppala,0
John J. Hooker,0
Jack Kehoe,2
Christopher Malcolm,2
Tony Sibbald,2
R.G. Armstrong,2
Jan Tříska,2
Åke Lindman,2
Pertti Weckström,0
Nina Macarova,0
Jose De Fillippo,0
Andreas La Casa,0
Roger Baldwin,0
Henry Miller,2
Adela Rogers St. Johns,0
Dora Russell,0
Scott Nearing,0
Tess Davis,0
Heaton Vorse,0
Hamilton Fish,0
Isaac Don Levine,0
Rebecca West,0
Will Durant,0
Will Weinstone,0
Emmanuel Herbert,0
Arne Swabeck,0
Adele Gutman Nathan,0
George Seldes,0
Kenneth Chamberlain,0
Blanche Hays Fagen,0
Galina von Meck,0
Art Shields,0
Andrew Dasburg,0
Hugo Gellert,0
Dorothy Frooks,0
George Jessel,0
Jacob Bailin,0
John Ballato,0
Lucita Williams,0
Bernadine Szold-Fritz,0
Jessica Smith,0
Harry Carlisle,0
Arthur Mayer,0
Simon Jones,2
Mary Tyler Moore,1
Elizabeth McGovern,1
Dinah Manoff,1
Fredric Lehne,2
James Sikking,2
Scott Doebler,0
Quinn K. Redeker,2
Mariclare Costello,1
Elizabeth Hubbard,1
Adam Baldwin,2
Beverly D'Angelo,1
William Sanderson,2
Phyllis Boyens,0
Bill Anderson Jr.,2
Foister Dickerson,0
Malla McCown,0
Pamela McCown,0
Kevin Salvilla,0
Sissy Lucas,0
Brian Warf,0
Elizabeth Watson,0
Bob Elkins,0
Ernest Tubb,0
Jennifer Beasley,0
Frank Mitchell,2
Roy Acuff,2
Minnie Pearl,0
Susan Kingsley,1
John Hurt,2
Anne Bancroft,1
Wendy Hiller,1
Freddie Jones,2
Michael Elphick,2
Hannah Gordon,1
Helen Ryan,0
John Standing,2
Dexter Fletcher,2
Lesley Dunlop,1
Phoebe Nicholls,1
Pat Gorman,2
Claire Davenport,1
Orla Pederson,0
Patsy Smart,1
William Morgan Sheppard,2
Frederick Treves,0
Richard Hunter,0
Robert Lewis Bush,2
Roy Evans,2
Joan Rhodes,0
Nula Conwell,0
Tony London,2
Alfie Curtis,2
Bernadette Milnes,0
Carol Harrison,1
Hugh Manning,0
Dennis Burgess,2
Fanny Carby,1
Gerald Case,2
David Ryall,2
Pauline Quirke,1
Marcus Powell,2
Lesley Scoble,1
Eiji Kusuhara,2
Patricia Hodge,1
Tommy Wright,0
Peter Davidson,0
John Rapley,2
Janie Kells,1
Lydia Lisle,1
Eric Bergren,0
Christopher De Vore,0
David Lynch,2
Ralph Morse,0
Stromboli,2
James Cormack,2
Brenda Kempner,1
Chris Greener,2
Gilda Cohen,2
Teri Scoble,1
Robert Day,2
Hugh Spight,2
Teresa Codling,1
Marion Betzold,1
Caroline Haigh,1
Florenzio Morgado,2
Victor Kravchenko,2
Beryl Hicks,1
Michele Amas,1
Lucie Alford,1
Penny Wright,1
Jack Armstrong,2
Adam Caine,2
Tony Clarkin,2
Dave Cooper,2
Chick Fowles,2
Norman Gay,2
George Holdcroft,2
Juba Kennerley,2
Jay McGrath,2
Henry Roberts,2
Peter Ross-Murray,2
Kevin Schumm,2
Ian Selby,2
Guy Standeven,2
Reg Thomason,2
Cathy Moriarty,1
Nicholas Colasanto,2
Theresa Saldana,1
Mario Gallo,2
Rita Bennett,1
Bernie Allen,0
Gene LeBell,2
Victor Magnotta,2
Jack Lotz,0
Kevin Breslin,2
Coley Wallace,2
Fred Dennis,2
Harvey Parry,0
Michael Badalucco,2
Geraldine Smith,0
Mardik Martin,2
Peter Savage,0
Richard McMurray,2
Candy Moore,0
Wally K. Berns,0
Allen Joseph,2
Vincent Barbi,2
Robert Dahdah,2
Vincent Di Paolo,0
Marty Farrell,0
Charles Guardino,2
R. Michael Givens,0
Chuck Hicks,2
Michael Charles Hill,0
Walt La Rue,0
Angelo Lamonea,0
Gil Perkins,2
Dennis O'Neill,2
Jerry Schram,0
McKenzie Westmore,1
Jimmy Williams,2
Floyd Anderson,0
Johnny Barnes,0
Kevin Mahon,0
Eddie Mustafa Muhammed,0
Louis Raftis,0
Johnny Turner,0
Nastassja Kinski,1
Peter Firth,2
Leigh Lawson,0
John Collin,0
Sylvia Coleridge,1
Richard Pearson,2
Tony Church,2
Carolyn Pickles,1
Caroline Embling,0
Maryline Even,0
Arielle Dombasle,1
John Bett,2
Tom Chadbon,2
Pascale de Boysson,0
Fred Bryant,0
Josine Comellas,1
John Barrett,2
Anne Tirard,0
Dicken Ashworth,2
Patsy Rowlands,1
Brigid Erin Bates,0
Jeanne Biras,1
Gordon Richardson,2
Peter Benson,2
Keith Buckley,2
Forbes Collins,0
Justin Henry,2
Howard Duff,2
George Coe,2
Bill Moor,0
Howland Chamberlain,0
Jack Ramage,0
Jess Osuna,2
Nicholas Hormann,2
Ellen Parker,1
Shelby Brammer,0
Carol Nadell,0
Donald Gantry,0
David Golden,0
Sean Albertson,2
Roy Scheider,2
Leland Palmer,1
Ann Reinking,1
Ben Vereen,2
Cliff Gorman,2
Erzsebet Foldi,0
Michael Tolan,2
William LeMassena,2
Irene Kane,0
Deborah Geffner,0
Kathryn Doby,1
Anthony Holland,2
David Margulies,2
Sue Paul,0
Keith Gordon,2
Frankie Man,0
Alan Heim,2
Sandahl Bergman,1
Nicole Fosse,1
Marlon Brando,2
Frederic Forrest,2
Albert Hall,2
Sam Bottoms,2
Dennis Hopper,2
G. D. Spradlin,2
Jerry Ziesmer,2
James Keane,2
Kerry Rossall,2
Cynthia Wood,1
Linda Carpenter,1
Jack Thibeau,2
Glenn Walken,0
Marc Coppola,2
Jerry Ross,2
Charles Robinson,2
Don Gordon Bell,0
Evan A. Lottman,2
Jim Gaines,2
Vittorio Storaro,2
Francis Ford Coppola,2
Lonnie Woodley,0
Aurore Clément,1
Barbara Barrie,1
Paul Dooley,2
Robyn Douglass,1
Hart Bochner,2
John Ashton,2
Lisa Shure,0
Jennifer K. Mickel,0
P.J. Soles,1
Ron Leibman,2
Pat Hingle,2
Barbara Baxley,1
Gail Strickland,1
Morgan Paull,2
Robert Broyles,2
John Calvin,2
Booth Colman,2
Lee de Broux,2
James Luisi,2
Vernon Weddle,0
Gilbert Green,0
Bob Minor,2
Grace Zabriskie,1
John Cazale,2
George Dzundza,2
Rutanya Alda,1
Pierre Segui,2
Richard Kuss,2
Dennis Watlington,0
Shirley Stoler,1
Chuck Aspegren,0
Mary Ann Haenel,0
Mady Kaplan,1
Paul D'Amato,0
Christopher Colombi Jr.,0
Victoria Karnafel,0
Jack Scardino,0
Joe Strnad,0
Helen Tomko,0
Charlene Darrow,0
Jane-Colette Disko,0
Michael Wollet,0
Robert Beard,0
Joe Dzizmba,0
Stephen Kopestonsky,0
John F. Buchmelter III,0
Frank Devore,0
Tom Becker,0
Lynn Kongkham,0
Nongnuj Timruang,0
Po Pao Pee,0
Dale Burroughs,0
Parris Hicks,0
Samui Muang-Intata,0
Sapox Colisium,0
Vitoon Winwitoon,0
Somsak Sengvilai,0
Charan Nusvanon,0
Jiam Gongtongsmoot,0
Chai Peyawan,0
Mana Hansa,0
Sombot Jumpanoi,0
Phip Manee,0
Ding Santos,0
Krieng Chaiyapuk,0
Ot Palapoo,0
Chok Chai Mahasoke,0
Jon Voight,2
Penelope Milford,1
Robert Ginty,2
Mary Gregory,1
Kathleen Miller,1
Beeson Carroll,2
Willie Tyler,2
Lou Carello,0
Charles Cyphers,2
Olivia Cole,1
Tresa Hughes,1
Bruce French,2
Mary Jackson,1
Tim Pelt,2
Richard Lawson,2
Rita Taggart,0
Claudie Watson,0
Sally Frei,1
Tony Santoro,0
Pat Corley,2
Gwen Van Dam,1
Jim Klein,0
Tokyo Ernie,0
Raul Bayardo,0
Stacey Pickren,0
James Kindelon,0
Joey Faustine,0
Arthur Rosenberg,2
Kimberly Binion,1
Gary Downey,2
Charles Grodin,2
Dyan Cannon,1
Buck Henry,2
Joseph Maher,2
Hamilton Camp,2
Arthur Malet,2
Richard O'Brien,2
Deacon Jones,0
Les Josephson,0
Jack Snow,0
Jim Boeke,2
Charley Cowan,0
Jerry Scanlan,0
Harry D.K. Wong,0
Bryant Gumbel,0
Curt Gowdy,0
Al DeRogatis,0
Peter Tomarken,2
Larry Block,2
George J. Manos,0
Frank Campanella,2
Bill Sorrells,2
Dick Enberg,2
Ed Peck,2
Robert Fortier,2
Irene Miracle,1
Bo Hopkins,2
Paolo Bonacelli,2
Paul L. Smith,2
Mike Kellin,2
Franco Diogene,2
Gigi Ballista,0
Kevork Malikyan,2
Peter Jeffrey,2
Joe Zammit Cordina,0
Yashaw Adem,0
Raad Rawi,0
Tony Boyd,0
Zannino,2
Mihalis Giannatos,2
Ahmed El Shenawi,2
Jill Clayburgh,1
Michael Murphy,2
Patricia Quinn,1
Kelly Bishop,1
Lisa Lucas,1
Linda Miller,1
Andrew Duncan,2
Daniel Seltzer,0
Matthew Arkin,2
Penelope Russianoff,0
Novella Nelson,1
Ivan Karp,2
Jill Eikenberry,1
Michael Tucker,2
Chico Martínez,0
Clint Chin,0
Ken Chapin,0
Tom Elios,0
Karen Ford,0
Alice J. Kane,0
Paul Mazursky,2
Pamela Meunier,0
Donna Perich,0
John Stravinsky,0
Ultra Violet,1
Carol Kane,1
Paul Simon,2
Shelley Duvall,1
Janet Margolin,1
Colleen Dewhurst,1
Donald Symington,2
Russell Horton,2
Marshall McLuhan,2
Laurie Bird,1
Mark Lenard,2
John Glover,2
John Dennis Johnston,2
Jim McKrell,2
Shelley Hack,1
Gary Mule Deer,2
Walter Bernstein,2
Hy Anzell,2
Mordecai Lawner,2
Joan Neuman,1
Jonathan Munk,2
Helen Ludlam,1
Ruth Volner,1
Martin Rosenblatt,2
Rashel Novikoff,1
Humphrey Davis,2
Veronica Radburn,1
Wendy Girard,1
Mary Boylan,1
Christine Jones,1
John Doumanian,2
Chris Gampel,2
Dan Ruskin,2
Ved Bandhu,2
Johnny Haymer,2
Truman Capote,2
Gregory Doucette,2
Harrison Ressler,2
Billie Perkins,1
Kathryn Janssen,1
Juliet Graham,1
William Callaway,2
Roger Newman,2
Alan Landers,2
Jean Sarah Frost,1
Robin Mary Paris,1
Charles Levin,2
Wayne Carson,2
Michael Karm,2
Petronia Johnson,1
Shaun Casey,1
Lou Picetti,2
Loretta Tupper,1
James Burge,2
Albert M. Ottenheimer,2
Gary Allen,2
Sybil Bowan,1
Margaretta Warwick,1
Lucy Lee Flippin,1
Richard Dreyfuss,2
Marsha Mason,1
Quinn Cummings,1
Barbara Rhoades,1
Theresa Merritt,1
Michael Shawn,2
Patricia Pearcy,0
Gene Castle,2
Daniel Levans,2
Marilyn Sokol,1
Anita Dangler,1
Victoria Boothby,0
Robert Costanzo,2
Pancho González,0
Jason Robards,2
Maximilian Schell,2
Rosemary Murphy,1
Dora Doll,1
Elisabeth Mortensen,0
Lisa Pelikan,1
Cathleen Nesbitt,1
Susan Jones,1
Maurice Denham,2
Ted Richert,2
Mark Hamill,2
Peter Cushing,2
Anthony Daniels,2
Peter Mayhew,2
David Prowse,2
Phil Brown,2
Jack Purvis,2
Alex McCrindle,2
Eddie Byrne,2
Drewe Henley,2
Denis Lawson,2
Garrick Hagon,2
Jack Klaff,2
Graham Ashley,2
Don Henderson,2
Richard LeParmentier,2
Leslie Schofield,2
Michael Leader,2
David Ankrum,2
Mark Austin,2
Scott Beach,2
Lightning Bear,2
Jon Berg,2
Doug Beswick,2
Paul Blake,2
Janice Burchette,0
Ted Burnett,2
John Chapman,2
Tim Condren,2
Barry Copping,0
Robert Davies,0
Maria De Aragon,1
Robert A. Denham,0
Frazer Diamond,0
Warwick Diamond,0
Sadie Eden,0
Kim Falkinburg,0
Ted Gagliano,0
Salo Gardner,2
Steve Gawley,0
Barry Gnome,0
Rusty Goffe,0
Isaac Grand,0
Nelson Hall,0
Alan Harris,2
Frank Henson,0
Christine Hewett,0
Arthur Howell,0
Tommy Ilsley,0
Joe Johnston,2
Annette Jones,0
Linda Jones,0
Joe Kaye,0
Colin Michael Kitchens,0
Melissa Kurtz,0
Tiffany L. Kurtz,0
Al Lampert,0
Anthony Lang,0
Laine Liska,0
Mahjoub,0
Alf Mangan,0
Rick McCallum,2
Grant McCune,0
Geoffrey Moon,0
Mandy Morton,0
Lorne Peterson,0
Pam Rose,0
George Roubicek,2
Erica Simmons,0
Angela Staines,0
George Stock,0
Roy Straite,0
Peter Sturgeon,0
Peter Sumner,2
John Sylla,0
Tom Sylla,0
Phil Tippett,2
Burnell Tucker,0
Morgan Upton,0
Jerry Walter,0
Hal Wamsley,0
Larry Ward,2
Diana Sadley Way,0
Harold Weed,0
Bill Weston,2
Steve 'Spaz' Williams,2
Ron Tarr,2
Leslie Browne,0
Tom Skerritt,2
Mikhail Baryshnikov,2
Martha Scott,1
Antoinette Sibley,0
Alexandra Danilova,0
Starr Danias,0
Marshall Thompson,2
James Mitchell,2
Sylvester Stallone,2
Burt Young,2
Carl Weathers,2
Burgess Meredith,2
Thayer David,2
Joe Spinell,2
Jimmy Gambina,0
Bill Baldwin,2
Al Silvani,2
George Memmoli,2
Jodi Letizia,0
Diana Lewis,0
George O'Hanlon,2
Larry Carroll,2
Stan Shaw,2
Don Sherman,0
Billy Sands,0
Pedro Lovell,2
DeForest Covan,0
Simmy Bow,2
Tony Burton,2
Hank Rolike,2
Shirley O'Hara,1
Kathleen Parker,1
Frank Stallone,2
Lloyd Kaufman,2
Jane Marla Robbins,1
Jack Hollander,0
Joe Sorbello,0
Christopher Avildsen,0
Frankie Van,0
Lou Fillipo,0
Paris Eagle,0
Robert L. Tangrea,0
Peter Glassberg,0
William E. Ring,0
Joseph C. Giambelluc,0
Joe Frazier,2
Butkus Stallone,0
Michael Dorn,2
Arnold Johnson,2
Stu Nahan,2
Frank Pesce,2
Lavelle Roby,0
Arthur Tovey,2
John Pleshette,2
Martin Balsam,2
Meredith Baxter,1
Stephen Collins,2
Penny Fuller,1
Penny Peyser,1
Robert Walden,2
Anthony Mannino,0
David Arkin,0
Dominic Chianese,2
Ron Hale,2
John McMartin,2
Frank Latimore,2
Neva Patterson,1
Nate Esformes,2
Joshua Shelley,0
Gene Lindsey,0
Polly Holliday,1
James Karen,2
Stanley Bennett Clay,0
Paul Lambert,2
John Furlong,2
Valerie Curtin,1
Allyn Ann McLerie,1
Christopher Murray,2
Frank Wills,0
Bryan Clark,2
Gene Dynarski,2
James Murtaugh,2
Sid Ganis,2
John O'Leary,2
Jamie Smith-Jackson,1
Henry Calvert,2
Ralph Vaughan Williams,0
Carol Trost,0
John Devlin,0
Cara Duff-MacCormick,0
Louis Quinn,2
David Carradine,2
Ronny Cox,2
John Lehne,2
Ji-Tu Cumbuka,2
Elizabeth Macey,0
Susan Vaill,0
Alexandra Mock,0
Kimberly Mock,0
Miriam Byrd-Nethery,1
Jane Lambert,1
Jan Burrell,1
Lee McLaughlin,2
Ted Gehring,2
Robert Sorrells,2
Guthrie Thomas,0
Wendy Schaal,1
Delos V. Smith Jr.,0
Larry Luttrell,0
Tani Guthrie,0
Bruce Johnson,0
R. A. Rondell,2
James Jeter,2
Clifford A. Pellow,2
Chuck Katzakian,0
Harry Holcombe,2
Evelyn Russell,0
Sondra Blake,0
Brion James,2
James Carroll,2
Tom Peters,0
Raymond Guth,2
James Hong,2
Cara Corren,0
Susan Barnes,1
Bobby Bass,2
Harvey J. Newmark,0
Thomas J. Sauber,0
Lyle Ritz,0
Johana De Winter,0
Jama Tegeler,0
G. Marie Haller,0
Leanna Johnson Heath,0
Tony Becker,2
Kip Addota,2
Burke Byrnes,2
Samantha Harper,0
Eva-Marie Fredric,1
Bernie Kopell,2
Faye Dunaway,1
William Holden,2
Peter Finch,2
Arthur Burghardt,2
Bill Burrows,0
John Carpenter,0
Jordan Charney,2
Kathy Cronkite,1
Jerome Dempsey,2
Gene Gross,0
Stanley Grover,0
Cindy Grover,1
Darryl Hickman,2
Mitchell Jason,0
Paul Jenkins,2
Ken Kercheval,2
Kenneth Kimmins,2
Lynn Klugman,0
Carolyn Krigbaum,0
Zane Lasky,0
Michael Lipton,0
Pirie MacDonald,2
Russ Petranto,0
Bernard Pollock,0
Roy Poole,2
William Prince,2
Sasha von Scherler,0
Lane Smith,2
Ted Sorel,2
Beatrice Straight,1
Fred Stuthman,2
Cameron Thomas,0
Marlene Warfield,1
Lydia Wilen,0
Cybill Shepherd,1
Peter Boyle,2
Leonard Harris,2
Diahnne Abbott,1
Gino Ardito,0
Murray Moston,2
Richard Higgs,0
Bill Minkin,0
Bob Maroff,2
Victor Argo,2
Frank Adu,2
Brenda Dickson,1
Norman Matlock,0
Harlan Cary Poe,0
Steven Prince,2
Nicholas Shields,2
Ralph S. Singleton,2
Annie Gagen,1
Carson Grant,2
Mary-Pat Green,1
Debbi Morgan,1
Copper Cunningham,0
Garth Avery,0
Louise Fletcher,1
William Redfield,2
Scatman Crothers,2
Christopher Lloyd,2
Will Sampson,2
Dean R. Brooks,2
Michael Berryman,2
Sydney Lassick,2
William Duell,2
Peter Brocco,2
Alonzo Brown,2
Mwako Cumbuka,0
Josip Elic,0
Ken Kenny,0
Nathan George,2
Ted Markland,2
Louisa Moritz,1
Mews Small,1
Lan Fendors,0
Mimi Sarkisian,0
Mel Lambert,0
Kay Lee,1
Dwight Marfield,0
Tin Welch,0
Audrey Landers,1
Saul Zaentz,2
Philip Roth,0
Ryan O'Neal,2
Marisa Berenson,1
Hardy Krüger,2
Diana Körner,1
Gay Hamilton,1
Frank Middlemass,2
Arthur O'Sullivan,2
Godfrey Quigley,0
Leonard Rossiter,2
Philip Stone,2
Steven Berkoff,2
Marie Kean,1
Murray Melvin,2
André Morell,2
Leon Vitali,2
Billy Boyle,2
John Bindon,2
Roger Booth,0
Jonathan Cecil,0
Anthony Dawes,2
Patrick Dawson,0
Anthony Herrick,0
Barry Jackson,0
Hans Meyer,2
Ferdy Mayne,2
David Morley,0
Liam Redmond,2
Dominic Savage,2
